mm:ss,pause
new klopf period,10636.0
13:25	,10636.0
13:25	,898.0
13:25	,942.0
13:25	,3239.0
13:25	,723.0
new klopf period,46754.0
13:26	,46754.0
13:26	,1925.0
13:26	,547.0
13:26	,625.0
13:26	,705.0
13:26	,2098.0
13:26	,1780.0
13:26	,1008.0
